Id,kepid,kepoi_name,koi_period
2017,12061096,K02642.01,15.05028313
2018,5794240,K00254.01,2.455240626
2019,6933567,K02643.01,9.08233411
2020,9993529,K02644.01,0.790539912
2021,6044553,K02646.01,0.532086296
2022,9654468,K02417.01,47.7052566
2023,4349452,K00244.02,6.238535444
2024,10027247,K02418.01,86.829519
2025,6343170,K02419.01,9.95667035
2026,7107802,K02420.01,10.41728722
2027,10028535,K02493.01,0.663085361
2028,7047207,K02494.01,19.1187425
2029,5212220,K02495.01,1.08749101
2030,9964748,K02496.01,1.183818383
2031,9757613,K00250.03,3.543919702
2032,8247770,K02569.01,8.28157072
2033,6867588,K02571.01,0.82628442
2034,7501646,K02572.01,6.37705295
2035,11962284,K02647.01,8.83929462
2036,2573056,K02648.01,0.631795416
2037,6842682,K02649.01,7.56126152
2038,8890150,K02650.01,34.9897847
2039,8890150,K02650.02,7.05429483
2040,8838950,K02421.01,2.27050106
2041,11360805,K02422.01,26.7838935
2042,9845898,K02423.01,45.126216
2043,12453581,K02424.01,11.94019101
2044,11922678,K02425.01,3.51295674
2045,5959719,K02498.01,6.73808701
2046,5544903,K02499.01,7.57571414
2047,5542983,K02501.01,4.76887671
2048,8256453,K02573.01,1.347512632
2049,9474493,K02574.01,0.512581697
2050,4551663,K02576.01,12.07760884
2051,12257999,K02577.01,18.55581565
2052,6922203,K02578.01,13.33094869
2053,11752908,K02651.01,6.38315744
2054,7021681,K00255.01,27.52194772
2055,4346178,K02652.01,16.1289679
2056,9664142,K02654.01,13.5631157
2057,10018233,K02655.01,16.2959916
2058,8081899,K02426.01,4.16056658
2059,10189557,K02427.01,2.93101771
2060,8478994,K00245.01,39.79220077
2061,9965184,K02428.01,16.2276756
2062,9911882,K02429.01,1.595630597
2063,8631504,K02503.01,14.8200596
2064,8110767,K02504.01,20.49041
2065,5471574,K02505.01,0.962827066
2066,6767840,K02506.01,8.679037
2067,8379705,K02507.01,11.1296971
2068,9896018,K02579.01,2.7296036
2069,11037511,K02580.01,3.11604194
2070,11818872,K02581.01,12.7372371
2071,11771430,K02582.01,40.0306267
2072,5513012,K02668.01,0.679336747
2073,11761199,K02669.01,213.6103207
2074,8074805,K02670.01,170.8658492
2075,2437505,K02671.01,21.47642727
2076,2437505,K02671.02,17.5509742
2077,11253827,K02672.01,88.5122014
2078,3533469,K02430.01,10.21507506
2079,8956706,K02431.01,8.3806973
2080,7047363,K02432.01,31.0572947
2081,11968463,K02433.01,15.1622287
2082,11968463,K02433.02,10.04378351
2083,8836888,K02508.01,7.10397925
2084,9880190,K02509.01,4.5513988
2085,5364071,K00248.02,10.91274065
2086,5392702,K02510.01,12.2141545
2087,8429566,K02511.01,3.732261
2088,10387742,K02583.01,3.03267135
2089,7673841,K02585.01,5.34182466
2090,9827149,K02586.01,2.131945045
2091,5546691,K02587.01,12.9462567
2092,12156347,K02588.01,5.77957133
2093,8636539,K02656.01,6.77367892
2094,9283156,K02657.01,5.22402436
2095,8547429,K02658.01,11.6601667
2096,8803882,K02659.01,89.465468
2097,9893318,K02660.01,18.0161227
2098,6864885,K02434.01,40.8777605
2099,5097868,K02435.01,6.80243431
2100,8570333,K02436.01,84.5733346
2101,8478994,K00245.02,21.30181863
2102,5036705,K02437.01,4.14789051
2103,9574158,K02512.01,15.92108138
2104,9653622,K02513.01,19.0054098
2105,4391348,K02514.01,1.96433113
2106,7294743,K02516.01,2.81043228
2107,8947520,K02517.01,0.968527683
2108,12016267,K02590.01,11.7489907
2109,6765135,K02592.01,175.603366
2110,3861595,K00004.01,3.849371737
2111,5725087,K00033.01,0.366197145
2112,10489206,K00251.01,4.164384505
2113,3426367,K02662.01,2.10433534
2114,5562090,K02664.01,28.8431751
2115,11548140,K00256.01,1.378649746
2116,12110786,K02665.01,1.112207126
2117,5342061,K02666.01,64.034363
2118,3654095,K02667.01,1.303576682
2119,5078939,K02438.01,1.958577398
2120,6867555,K02439.01,5.19103699
2121,5339567,K02440.01,4.86638504
2122,4459924,K02441.01,4.79176993
2123,11080405,K02442.01,25.1933989
2124,5529738,K02518.01,0.759762021
2125,4047631,K02519.01,4.790912471
2126,10059645,K02520.01,6.49441464
2127,5364071,K00248.03,2.576571021
2128,7183745,K02521.01,28.4750006
2129,8212002,K02593.01,14.7966306
2130,8004903,K02594.01,11.25401871
2131,8883329,K02595.01,9.18244299
2132,8883329,K02595.02,14.6134781
2133,3644653,K02596.01,119.682075
2134,11253827,K02672.02,42.9923284
2135,5514383,K00257.01,6.88341278
2136,10747445,K02673.01,4.593595496
2137,8022489,K02674.01,197.5111484
2138,8022489,K02674.02,11.1726723
2139,8022489,K02674.03,2.53573284
2140,9209624,K02443.01,6.79164656
2141,9209624,K02443.02,11.8376933
2142,3354846,K02444.01,18.5525162
2143,6516185,K02445.01,47.3659328
2144,8478994,K00245.03,13.3669309
2145,3946023,K02447.01,1.045492348
2146,7183745,K02521.02,4.86634094
2147,9177629,K02522.01,5.60402307
2148,7778767,K02523.01,13.0313583
2149,7515762,K02524.01,40.9905002
2150,5942949,K02525.01,57.2932309
2151,12120307,K02597.01,8.00504749
2152,12120307,K02597.02,12.13070414
2153,7446631,K02598.01,29.2254372
2154,9777251,K02600.01,1.33255087
2155,6864893,K02375.01,40.8792243
2156,11701407,K02376.01,18.8262877
2157,5906426,K02377.01,13.9034057
2158,11288051,K00241.03,3.41045981
2159,10813132,K02378.01,4.76702759
2160,5857540,K02448.01,13.62801048
2161,12208631,K02449.01,53.3580444
2162,7289317,K02450.01,16.83203175
2163,6500206,K02451.01,13.37499553
2164,5545815,K02452.01,4.35370136
2165,3116302,K02526.01,134.96694
2166,7879433,K02527.01,1.385787741
2167,9205907,K02528.01,12.02295362
2168,8463346,K02529.01,16.79716262
2169,5364071,K00248.04,18.59611518
2170,10489206,K00251.02,5.77440326
2171,7531677,K02601.01,2.622134451
2172,10068659,K02602.01,11.47685263
2173,2443393,K02603.01,73.711039
2174,9019191,K02604.01,14.43348326
2175,9718379,K02379.01,40.0088894
2176,3002478,K02380.01,6.35705314
2177,4055774,K02381.01,6.58738839
2178,6670075,K02382.01,0.759706632
2179,9395024,K02383.01,4.37033233
2180,8631751,K02453.01,1.530515205
2181,11401822,K02454.01,1.08070294
2182,6507427,K02455.01,4.74254518
2183,5521300,K02456.01,18.13559979
2184,8478994,K00245.04,51.20690303
2185,9753154,K02457.01,3.70429015
2186,9011825,K02530.01,37.3331165
2187,4172746,K02531.01,17.6997392
2188,5174858,K02532.01,7.9709719
2189,11074835,K02533.01,6.03355539
2190,1996180,K02534.01,3.02558494
2191,10407221,K02605.01,0.933746783
2192,5991936,K02606.01,6.09740316
2193,5095635,K02607.01,0.754457729
2194,6269070,K02608.01,2.7612237
2195,6705137,K02609.01,5.59727625
2196,12254688,K02384.01,62.6825769
2197,8345172,K02385.01,50.5715805
2198,4172013,K02386.01,16.2707207
2199,12254378,K02387.01,2.032319072
2200,4247791,K00028.01,4.100870416
2201,7604328,K02458.01,4.35407371
2202,11236244,K02460.01,11.32269749
2203,9837685,K02461.01,13.71218522
2204,5042210,K02462.01,12.14684625
2205,12454461,K02463.01,7.46718958
2206,1996180,K02534.02,5.42204257
2207,9635606,K02535.01,48.8882668
2208,3728701,K02536.01,51.1319346
2209,10861715,K02537.01,133.516435
2210,1849702,K02538.01,39.8312536
2211,9390653,K00249.01,9.549277089
2212,2305866,K02610.01,24.1073172
2213,11187837,K00252.01,17.60461401
2214,8885673,K02611.01,1.228721184
2215,9712350,K02613.01,51.5738653
2216,8025596,K02615.01,4.69505576
2217,5956787,K02616.01,0.569115976
2218,3642741,K00242.01,7.258450123
2219,12071037,K02388.01,6.0959841
2220,8494617,K02389.01,22.9221181
2221,10289119,K02390.01,16.10474503
2222,7382313,K02392.01,7.42697378
2223,9887224,K02464.01,0.874629873
2224,7542369,K02465.01,5.46091846
2225,8544992,K02466.01,3.17323012
2226,8544992,K02466.02,13.2970695
2227,11295426,K00246.01,5.398752862
2228,7289162,K02539.01,5.26648126
2229,3001885,K02540.01,2.67596808
2230,12306058,K02541.01,7.41683033
2231,6183511,K02542.01,0.727331746
2232,12469800,K02543.01,1.302017467
2233,4915638,K02617.01,8.63050092
2234,6351097,K02618.01,12.49117388
2235,8081905,K02619.01,3.27645723
2236,11465950,K02620.01,16.0573291
2237,9996632,K02621.01,8.44326557
2238,4665571,K02393.01,4.60300256
2239,4829935,K02395.01,16.9329284
2240,9269042,K02397.01,12.00089667
2241,6199056,K02398.01,1.169010526
2242,11461433,K02399.01,1.916940872
2243,11818607,K02467.01,5.05661302
2244,6149910,K02469.01,131.187921
2245,9108085,K02470.01,2.17489806
2246,5436013,K02471.01,25.8859397
2247,8676148,K02544.01,28.6253502
2248,9696358,K02545.01,6.98141327
2249,5039129,K02546.01,1.319677953
2250,4484336,K02547.01,8.94337724
2251,9580167,K02548.01,0.827151296
2252,9757613,K00250.01,12.28299829
2253,11752906,K00253.01,6.383159135
2254,10916600,K02623.01,5.57654782
2255,8429314,K02624.01,115.6863392
2256,9153570,K02625.01,3.81371423
2257,11768142,K02626.01,38.0970717
2258,7984574,K02400.01,11.6191707
2259,9592579,K00243.01,2.637574744
2260,10336951,K02401.01,38.2292037
2261,8481129,K02402.01,16.3012727
2262,2142522,K02403.01,13.32354078
2263,9395719,K02472.01,2.607545159
2264,8753896,K02473.01,3.24417541
2265,8240617,K02474.01,176.845697
2266,8746295,K02475.01,6.85567248
2267,10090257,K02476.01,2.28607282
2268,11295426,K00246.02,9.60505976
2269,10679583,K02549.01,3.54789928
2270,11622985,K02550.01,18.0243482
2271,11361283,K02551.01,16.4793229
2272,8757824,K02552.01,3.65690909
2273,9832208,K02553.01,88.0712769
2274,6124512,K02627.01,8.38395796
2275,10070468,K02628.01,1.68189051
2276,10031656,K02629.01,8.59000355
2277,7584650,K02631.01,44.9977604
2278,11337566,K02632.01,7.12815163
2279,6364215,K02404.01,2.10081629
2280,10202759,K02405.01,0.872952088
2281,5007345,K02406.01,7.01074295
2282,12120484,K02407.01,17.2922631
2283,6429812,K02408.01,94.289223
2284,6846911,K02477.01,14.02634692
2285,5385439,K02478.01,12.42586643
2286,5963582,K02479.01,25.5433704
2287,4476423,K02481.01,33.8542586
2288,11403389,K02482.01,45.0909201
2289,9851662,K02483.01,15.0539886
2290,6467363,K02840.01,3.67936863
2291,6467363,K02840.02,7.4464635
2292,8758204,K02841.01,159.388788
2293,8733898,K02842.01,1.565412613
2294,8733898,K02842.02,5.14892346
2295,3228945,K02917.01,0.730943372
2296,7008149,K02918.01,0.515552803
2297,10332213,K02919.01,2.522590567
2298,7090524,K02920.01,6.73968289
2299,11133306,K00276.01,41.74598855
2300,6307063,K02702.01,75.378004
2301,5871985,K02703.01,213.258526
2302,8292840,K00260.02,100.2830675
2303,9730163,K02704.01,4.871223664
2304,9730163,K02704.02,2.984157711
2305,11453592,K02705.01,2.8867624
2306,3834322,K02763.01,0.498434645
2307,10073672,K02764.01,2.252976718
2308,11188249,K02765.01,2.75505467
2309,4677282,K02766.01,1.572181216
2310,4858610,K02844.01,2.72288246
2311,10591855,K02845.01,1.574090323
2312,4832175,K02846.01,0.947738312
2313,7749773,K02848.01,13.7872627
2314,9451706,K00271.03,14.4359459
2315,10064256,K02849.01,5.95958637
2316,6842807,K02921.01,16.6146221
2317,4381282,K02922.01,0.497581917
2318,9815053,K02923.01,5.83892993
2319,7609553,K02924.01,2.279523364
2320,10122538,K02926.01,12.2854718
2321,9697131,K02706.01,3.09756897
2322,5480640,K02707.01,58.0337426
2323,5480640,K02707.02,14.4252635
2324,5480640,K02707.03,26.6757818
2325,5175986,K02708.01,0.868386354
2326,9008737,K02768.01,11.8288843
2327,9008737,K02768.02,14.7512034
2328,9692128,K02769.01,1.480323978
2329,10917043,K02770.01,205.385912
2330,6521045,K00041.02,6.88707073
2331,8167959,K00267.01,165.75597
2332,4075015,K02850.01,1.11431205
2333,6697605,K02851.01,3.42064689
2334,6697605,K02851.02,1.23935745
2335,6294819,K02852.01,0.675650404
2336,12602314,K02853.01,1.407020118
2337,5787131,K02927.01,24.4359956
2338,3230753,K02928.01,17.7337356
2339,8358012,K02929.01,10.06478627
2340,4664046,K02930.01,1.12976597
2341,11401755,K00277.01,16.23191704
2342,4180401,K02709.01,15.4126766
2343,6350476,K02710.01,1.110599919
2344,8292840,K00260.03,21.86965714
2345,5272233,K02711.01,9.02436414
2346,5272233,K02711.02,17.3408735
2347,11456382,K02771.01,0.814280672
2348,3130548,K02773.01,0.878855771
2349,9593757,K02774.01,2.49432176
2350,6346809,K02775.01,17.57704569
2351,4275117,K02776.01,1.00652785
2352,6545051,K02777.01,1.99566293
2353,5513866,K02854.01,0.755111225
2354,4547603,K02855.01,1.400755743
2355,5688910,K02856.01,25.8730914
2356,6345732,K02857.01,20.2642023
2357,5716763,K00272.01,1.28132831
2358,6345732,K02857.02,7.44136102
2359,8611257,K02931.01,99.2532336
2360,3861611,K02932.01,3.84933401
2361,12416987,K02933.01,119.0833042
2362,8259713,K02935.01,27.8813154
2363,10880507,K02936.01,6.4802138
2364,11098013,K02712.01,7.50790041
2365,5443604,K02713.01,21.3910125
2366,12206313,K02714.01,14.3832267
2367,12206313,K02714.02,47.3186631
2368,9837661,K02715.01,11.12827427
2369,7769819,K02778.01,2.21571296
2370,11874577,K02779.01,34.4585495
2371,12164564,K02780.01,3.35184041
2372,8190354,K02781.01,1.615758517
2373,3425851,K00268.01,110.3783828
2374,10397751,K02859.01,3.4462125
2375,10397751,K02859.02,2.005414293
2376,10397751,K02859.03,4.28886792
2377,7815931,K02861.01,1.868564038
2378,6679295,K02862.01,24.5752524
2379,9642292,K02946.01,15.1408916
2380,6356692,K02948.01,11.39169531
2381,6026737,K02949.01,10.1747037
2382,4991208,K02951.01,2.44358543
2383,8243283,K02952.01,1.7592691
2384,9837661,K02715.02,2.226496196
2385,9837661,K02715.03,5.72084599
2386,9092504,K02716.01,0.962864171
2387,5383248,K00261.01,16.23847733
2388,10001368,K02785.01,4.76831033
2389,9466429,K02786.01,44.616751
2390,4365442,K02787.01,1.714410345
2391,8885643,K02789.01,3.40165617
2392,5652893,K02790.01,14.00948631
2393,3241557,K02863.01,1.703359172
2394,3957082,K02864.01,3.77881664
2395,8681833,K02865.01,1.311558909
2396,4138951,K02866.01,1.291233083
2397,3102384,K00273.01,10.57375145
2398,10471515,K02961.01,3.7847507
2399,4935172,K02962.01,2.17291055
2400,8760040,K02963.01,18.2206024
2401,8760040,K02963.02,7.35101287
2402,10098844,K02964.01,47.4497134
2403,9467404,K02717.01,0.929906166
2404,5308666,K02718.01,0.784513087
2405,5184911,K02719.01,4.11585514
2406,8176564,K02720.01,6.57159435
2407,6587105,K02721.01,33.878639
2408,11662184,K02791.01,27.5722144
2409,11127479,K02792.01,2.12821621
2410,5428668,K02794.01,0.703399912
2411,5041569,K02795.01,2.5355023
2412,10604521,K02797.01,0.868122253
2413,9899181,K02867.01,1.332560553
2414,9899181,K02867.02,18.936061
2415,8884274,K02868.01,10.65275054
2416,7767162,K02869.01,3.30040818
2417,4861791,K02870.01,5.62950902
2418,4385148,K02942.01,13.84301228
2419,4385148,K02942.02,24.2758992
2420,9838468,K02943.01,54.4099612
2421,6781548,K02944.01,9.12209336
2422,8617363,K02945.01,19.94752741
2423,11401755,K00277.02,13.84984567
2424,7673192,K02722.01,6.12479773
2425,7673192,K02722.02,11.24284815
2426,7673192,K02722.03,4.02877097
2427,7673192,K02722.04,8.92114318
2428,11807274,K00262.01,7.81285862
2429,7670943,K00269.01,18.01164974
2430,6697756,K02798.01,0.916142298
2431,5649833,K02799.01,0.597933473
2432,10518399,K02800.01,2.69636494
2433,5905822,K02801.01,6.99205021
2434,10793172,K02871.01,12.0999065
2435,10793172,K02871.02,5.36375016
2436,7136729,K02872.01,3.17319407
2437,6364276,K02873.01,5.24368302
2438,4367854,K02876.01,5.1952021
2439,5108946,K02955.01,0.591280187
2440,10597693,K02958.01,31.6084371
2441,7466270,K02959.01,16.1558656
2442,10876237,K02960.01,1.465943491
2443,12314973,K00279.01,28.45489091
2444,3346154,K02723.01,1.952711161
2445,5308387,K02724.01,0.620739667
2446,6233573,K02725.01,0.587470828
2447,10363281,K02726.01,0.934924739
2448,4861527,K02727.01,25.7054557
2449,9898447,K02803.01,2.37752442
2450,5307568,K02804.01,2.62838097
2451,11135308,K02805.01,1.877878538
2452,6521045,K00041.03,35.3331932
2453,8077137,K00274.01,15.0896415
2454,7019524,K02877.01,5.30873978
2455,5106313,K02878.01,3.89524296
2456,9825174,K02880.01,0.740926358
2457,5642620,K02882.01,75.8580035
2458,5014903,K02966.01,7.72768833
2459,5980783,K02967.01,37.3033197
2460,8873090,K02968.01,10.16435076
2461,12008872,K02729.01,14.8877665
2462,8415200,K02730.01,4.52158614
2463,4072333,K02731.01,2.007750531
2464,9886361,K02732.01,7.03146295
2465,9886361,K02732.03,54.2811949
2466,3730335,K02808.01,0.596087893
2467,6528464,K00270.01,12.58229808
2468,7428316,K02809.01,7.12684695
2469,10275766,K02810.01,0.661749944
2470,10275766,K02810.02,354.95118
2471,6370120,K02811.01,1.35477049
2472,5642620,K02882.02,0.493393859
2473,5209845,K02883.01,11.95401876
2474,9652649,K02884.01,2.48883033
2475,11100670,K02885.01,20.2340219
2476,6129524,K02886.01,0.88184263
2477,5794570,K02675.01,5.448321078
2478,5794570,K02675.02,1.116127169
2479,5649325,K02676.01,195.613824
2480,9958387,K02677.01,237.787237
2481,6779260,K02678.01,3.833087643
2482,11807274,K00262.02,9.37663713
2483,5953297,K02733.01,5.62006198
2484,7659389,K02734.01,3.8259005
2485,9472074,K02735.01,0.558841234
2486,10842192,K02736.01,9.33648141
2487,2442448,K02812.01,76.6139446
2488,11197853,K02813.01,0.698461304
2489,9665922,K02815.01,1.545388842
2490,11283615,K02816.01,1.289590179
2491,7605093,K02817.01,0.634003002
2492,8077137,K00274.02,22.8030252
2493,12023078,K02888.01,0.623441939
2494,6364162,K02889.01,5.24364571
2495,6716021,K02679.01,110.7556272
2496,11231334,K00258.01,4.15743922
2497,8326342,K02680.01,14.4079035
2498,6878240,K02681.01,135.4978256
2499,6878240,K02681.02,22.2508509
2500,2436378,K02682.01,8.53161917
2501,6614629,K02737.01,0.526615152
2502,6630943,K02738.01,0.690405794
2503,4831728,K02739.01,10.10773789
2504,3336765,K02740.01,1.844857057
2505,4270565,K02819.01,18.0116764
2506,6528464,K00270.02,33.67280658
2507,11963206,K02820.01,3.00912491
2508,4249611,K02821.01,79.2450351
2509,8263545,K02822.01,4.44589508
2510,10068024,K02891.01,2.023126394
2511,9636563,K02892.01,10.63609504
2512,6937402,K02894.01,10.3108232
2513,5475641,K02895.01,1.069842837
2514,2853828,K02896.01,1.077467951
2515,7899070,K02683.01,126.4451275
2516,4035667,K02684.01,2.8736467
2517,9612825,K02685.01,2.846517614
2518,7826659,K02686.01,211.032819
2519,7202957,K02687.01,1.716828304
2520,5513893,K02741.01,0.755103143
2521,10514430,K00263.01,20.71927223
2522,8095441,K02743.01,11.87457664
2523,5881813,K02744.01,109.6469948
2524,12456601,K02745.01,15.64588656
2525,10341917,K02823.01,0.93375241
2526,3241604,K02824.01,1.70336496
2527,9591070,K02825.01,0.764174368
2528,8227661,K02826.01,1.85373924
2529,7428736,K02827.01,7.06321927
2530,5817986,K02897.01,0.584310213
2531,11129258,K02898.01,25.384175
2532,10586004,K00275.01,15.79196594
2533,4939533,K02899.01,5.77207177
2534,4846856,K02900.01,46.151253
2535,6521045,K00041.01,12.81590421
2536,5790807,K00259.01,79.99623328
2537,8892303,K02688.01,5.424749327
2538,10265602,K02689.01,165.3447044
2539,5369827,K02690.01,3.606940379
2540,5302643,K02746.01,69.2002312
2541,6586746,K02747.01,6.26404774
2542,9962455,K02748.01,23.1985852
2543,9962455,K02748.02,5.77721259
2544,8687088,K02749.01,0.905037231
2545,6436029,K02828.01,59.4969009
2546,6197215,K02829.01,10.61345333
2547,9451706,K00271.01,48.6303805
2548,9244508,K02830.01,40.5289885
2549,9692557,K02831.01,0.571940563
2550,9366886,K02901.01,0.633514386
2551,3657176,K02903.01,17.4166143
2552,3969687,K02904.01,16.3583482
2553,9369366,K02905.01,36.0054414
2554,4552729,K02691.01,97.4463194
2555,2989706,K02692.01,1.257689465
2556,5185897,K02693.01,4.081411554
2557,5185897,K02693.02,11.41941928
2558,5185897,K02693.03,6.83440674
2559,3663173,K02750.01,174.636181
2560,9881077,K02751.01,24.4004378
2561,3097346,K00264.01,4.029810359
2562,5717567,K02752.01,1.287622419
2563,6265792,K02753.01,0.935115863
2564,9995402,K02832.01,3.57551429
2565,9109857,K02833.01,1.791877025
2566,5609593,K02834.01,136.205112
2567,5436338,K02835.01,6.30922043
2568,11414465,K02836.01,2.94194296
2569,6716545,K02906.02,145.881936
2570,2708885,K02907.01,1.146934644
2571,6612284,K02908.01,1.245353252
2572,10586004,K00275.02,82.2001239
2573,4483138,K02910.01,15.3626052
2574,9475552,K02694.01,0.843379985
2575,9475552,K02694.02,6.56606941
2576,8292840,K00260.01,10.49566303
2577,5196864,K02695.01,2.50343279
2578,11071200,K02696.01,96.4562198
2579,11071200,K02696.02,44.5643831
2580,10905911,K02754.01,1.34155642
2581,3545135,K02755.01,8.48299282
2582,6964929,K02756.01,0.665025941
2583,6432345,K02757.01,234.635652
2584,8703129,K02758.01,253.374581
2585,11565924,K02837.01,13.32191461
2586,6607357,K02838.01,7.69994466
2587,6607357,K02838.02,4.77466043
2588,9451706,K00271.02,29.39337161
2589,6186964,K02839.01,2.164570593
2590,5471202,K02911.01,12.4258343
2591,9640439,K02912.01,0.873227249
2592,9693006,K02913.01,2.88878583
2593,5613821,K02915.01,5.06092282
2594,6627507,K02697.01,7.37453336
2595,5128673,K02698.01,87.9724227
2596,6690836,K02699.01,0.568874717
2597,8639908,K02700.01,0.910020582
2598,5481148,K02701.01,22.023514
2599,11076400,K02759.01,1.07808492
2600,7877978,K02760.01,56.5732318
2601,7903086,K02761.01,1.846861455
2602,12024120,K00265.01,3.568099612
2603,8210018,K02762.01,132.9955503
2604,3642289,K00301.01,6.002548291
2605,3642289,K00301.02,11.44865823
2606,3662838,K00302.01,24.85466504
2607,5966322,K00303.01,60.92818866
2608,6029239,K00304.01,8.512037736
2609,12106929,K00359.01,5.93720557
2610,12107021,K00360.01,5.93719982
2611,12404954,K00361.01,3.247548814
2612,1571511,K00362.01,14.02245146
2613,2438070,K00363.01,2.442945167
2614,3747262,K03005.01,1.312459403
2615,10190075,K03007.01,11.1916199
2616,9070666,K03008.01,2.99792926
2617,3642335,K03010.01,60.8660974
2618,3328052,K03011.01,2.11547854
2619,10749059,K03086.01,174.731515
2620,9119568,K03087.01,5.54867998
2621,9119568,K03087.02,1.22174063
2622,3127817,K06308.01,2.163569702
2623,9020114,K03088.01,3.48412874
2624,6196457,K00285.01,13.74883059
2625,7668416,K03089.01,0.858546796
2626,6029239,K00304.02,5.518195
2627,6063220,K00305.01,4.603575293
2628,6071903,K00306.01,24.30784323
2629,6289257,K00307.01,19.67409703
2630,10905239,K00046.01,3.487688776
2631,11623629,K00365.01,81.737872
2632,3545478,K00366.01,75.1122132
2633,4815520,K00367.01,31.57865122
2634,6603043,K00368.01,110.3216727
2635,7175184,K00369.01,5.88527364
2636,7109851,K03012.01,1.086486129
2637,11565544,K03013.01,3.76562031
2638,11403530,K03015.01,3.61460332
2639,5088536,K00282.02,8.45744892
2640,12072872,K03017.01,2.46288834
2641,6609270,K03090.01,3.82223397
2642,12406807,K03091.01,17.067644
2643,8046689,K03092.01,5.78542702
2644,5096590,K03093.01,29.6099055
2645,9650989,K03095.01,3.42390809
2646,6289257,K00307.02,5.21104597
2647,6291837,K00308.01,35.5969684
2648,7024222,K00309.01,1.633107509
2649,7024511,K00311.01,66.1544958
2650,7050989,K00312.01,11.57890926
2651,7175184,K00369.02,10.10463142
2652,8494142,K00370.01,42.88247951
2653,11554435,K00063.01,9.43414171
2654,8494142,K00370.02,22.95062278
2655,5652983,K00371.01,498.391282
2656,6471021,K00372.01,125.6291479
2657,7906671,K03018.01,45.1178526
2658,8709688,K03019.01,4.17939037
2659,8241079,K03020.01,10.9192653
2660,3348285,K03021.01,0.803835923
2661,11618601,K03022.01,2.76263737
2662,7582689,K03097.01,11.9216035
2663,7582689,K03097.02,6.80257947
2664,7582689,K03097.03,8.70312154
2665,9959589,K03098.01,1.332557603
2666,9025922,K00043.01,11.32029599
2667,6196457,K00285.02,26.723169
2668,7050989,K00312.02,16.39926461
2669,7419318,K00313.01,18.73577127
2670,7419318,K00313.02,8.43639829
2671,7603200,K00314.01,13.78109471
2672,7603200,K00314.02,23.08902241
2673,10905239,K00046.02,6.02977241
2674,7364176,K00373.01,135.1879934
2675,8686097,K00374.01,172.7046083
2676,12356617,K00375.01,988.8811177
2677,12643589,K00376.01,44.14599042
2678,12643589,K00376.02,1.411627439
2679,3323887,K00377.01,19.27082584
2680,11618601,K03022.02,5.05368985
2681,9716391,K03025.01,13.1829329
2682,6929841,K03026.01,3.51575492
2683,5088536,K00282.03,87.5177787
2684,5124254,K03099.01,14.0498182
2685,11508644,K03101.01,14.2563272
2686,12168993,K03105.01,4.21223579
2687,10031500,K03107.01,8.589562
2688,7603200,K00314.03,10.31282204
2689,7700622,K00315.01,35.58349688
2690,8008067,K00316.01,15.77111067
2691,8008067,K00316.02,157.0659976
2692,8008067,K00316.03,7.305706326
2693,3323887,K00377.02,38.90787517
2694,7051180,K00064.01,1.951082219
2695,3323887,K00377.03,1.59295975
2696,2449074,K00378.01,4.94402197
2697,2446113,K00379.01,6.71725648
2698,2446113,K00379.02,23.1375919
2699,11137180,K03027.01,6.07032548
2700,9838804,K03028.01,1.33256952
2701,5903749,K03029.01,18.9763286
2702,5903749,K03029.02,6.34724702
2703,5524881,K03030.01,7.19552624
2704,3756264,K03108.01,7.36272124
2705,11572193,K03109.01,10.6761592
2706,11285870,K03110.01,4.48494315
2707,8581240,K03111.02,4.32848303
2708,8121310,K00317.01,22.20809549
2709,8156120,K00318.01,38.5833679
2710,8684730,K00319.01,46.15119482
2711,3246867,K06315.01,5.32737192
2712,8700558,K00320.01,4.79179893
2713,8753657,K00321.01,2.426304127
2714,8554498,K00005.01,4.780327581
2715,3847708,K00389.01,3.741231778
2716,3849155,K00390.01,1.168310132
2717,3858804,K00391.01,25.9525478
2718,3942670,K00392.01,33.4160553
2719,3942670,K00392.02,12.6119685
2720,6949898,K03031.01,7.64809462
2721,10585738,K03032.01,0.636424848
2722,7186665,K03033.01,8.55935323
2723,2973386,K03034.01,31.0209175
2724,6388770,K03035.01,21.3419702
2725,7022573,K03112.01,2.118893997
2726,7676423,K03113.01,2.46050095
2727,9288237,K03114.01,7.49133777
2728,11714231,K03115.01,5.8660127
2729,11720424,K03116.01,23.9107056
2730,7837302,K00048.01,23.83680888
2731,8753657,K00321.02,4.62334491
2732,8948424,K00322.01,5.888835386
2733,9139084,K00323.01,5.83599485
2734,9641041,K00324.01,1.089077863
2735,9724984,K00325.01,7.86335883
2736,2452450,K00380.01,8.0970583
2737,3230578,K00381.01,6.337614357
2738,3231137,K00382.01,3.900140077
2739,3353050,K00384.01,5.0800579
2740,3446746,K00385.01,13.14496741
2741,5695396,K00283.01,16.09196369
2742,5217891,K03036.01,161.239891
2743,6593150,K03037.01,5.4654174
2744,8051946,K03038.01,1.4951513
2745,5445681,K03039.01,20.3504704
2746,6523351,K03117.01,6.06664931
2747,5551672,K03119.01,2.184437698
2748,3323289,K06319.01,33.69320154
2749,11499192,K03120.01,4.13592927
2750,12416661,K03122.01,8.05337912
2751,8197793,K03123.01,15.2311195
2752,8258171,K00286.01,23.6272223
2753,9880467,K00326.01,8.97349999
2754,9880467,K00326.02,108.546946
